,subject,trials,activations,torques,emgSO,emgMG,emgLG,lnemgSO,lnemgMG,lnemgLG,emgSO_norm_mvc,emgSO_norm_mmax,emgMG_norm_mvc,emgMG_norm_mmax,emgLG_norm_mvc,emgLG_norm_mmax
2,sub16,10,8.697563610233106,7.273859114844121,0.019903633724430134,0.012341500979869833,0.015430147365463527,-3.9168529647033035,-4.394787632580167,-4.171432062071759,8.402794036655823,1.370804147175012,10.5641656236711,0.5321752351196355,13.643761847429566,1.0534937760403607
3,sub16,15,16.232869343321255,12.58431360578503,0.024127712020215842,0.012142146006108537,0.01356347192671441,-3.7243942227294844,-4.41107273746491,-4.300374987449895,10.370351101011623,1.6917849271223258,9.066724913390527,0.4567408950629381,11.828749063193039,0.9133488004090907
4,sub16,25,27.980310706152643,21.841305334115294,0.036678294911293055,0.020330903062593816,0.0182904525310483,-3.3055701181898147,-3.8956132321319803,-4.001376074892641,15.050579368517242,2.455301953820241,14.782830600159011,0.7446926364677273,16.62293419359052,1.283528539145187
5,sub16,50,49.64923996776031,38.818462356080744,0.054827459097519994,0.026265245272499727,0.031187865539144547,-2.9035641321041408,-3.639508686241755,-3.467726184845073,24.295094763283046,3.963421751412189,22.343053162697192,1.125542706705209,29.686637113673697,2.2922334602839802
6,sub16,75,69.40980040265924,68.22325876902549,0.14629807301676614,0.06247090164044188,0.07121100276347371,-1.9221091424934784,-2.773054404405822,-2.6421079393083757,69.31663768517909,11.308087999368299,49.57478331494515,2.497355011882886,63.7478085046122,4.922243604572594
7,sub16,90,72.4476624728164,78.92766723581128,0.21512744055505095,0.09342260091182646,0.10938153775863882,-1.5365246796917713,-2.3706219832357167,-2.2129131622974714,98.22871730873497,16.02470945629476,82.22813055327475,4.1422840449021985,107.34835051691695,8.28882975255662
8,sub16,95,84.38914053962921,85.61716979679392,0.23015335630524036,0.11616962358452637,0.14289477165816572,-1.4690094257044704,-2.1527038836743957,-1.945646782132266,97.11046590745937,15.842281605300695,90.56419247293236,4.562217418733951,135.23238741497855,10.441876665239425
9,sub16,100,86.13495168670043,85.28021437603796,0.13768144764090567,0.06692683414874248,0.08142400460635858,-1.982812612601114,-2.704155283918499,-2.50808515256317,67.42088325603177,10.998820864869453,54.715818764585066,2.7563372965831663,77.15740177433214,5.957656213415817
0,sub17,01,2.5490153125422244,0.7390563093391431,0.011055427403724402,0.002246016841520155,0.005111738393547949,-4.504833803843911,-6.098596924243351,-5.276215738187445,4.96058796049529,0.48000130113638234,1.2112647798985972,0.07520037917436843,1.9849894765126996,0.17910932420162692
1,sub17,05,8.690955080880025,4.524628174164417,0.027119804705022427,0.002301083765900202,0.010405982837437518,-3.6074910170781114,-6.074375064462795,-4.565374365410261,11.018127394828703,1.066146901883813,1.2661982069437872,0.0786108758813656,4.298105045692886,0.387826081291938
2,sub17,10,21.973133447069813,10.049522436706361,0.02872725845545218,0.003209606427939447,0.00853502223903726,-3.5499088349975985,-5.741606957475755,-4.763577317110861,12.294727909024854,1.1896745789909327,1.6145996682114458,0.10024109449832672,3.361327424750491,0.3032988792087451
3,sub17,15,27.885828009541747,15.060122711471521,0.039934939858946396,0.001972529837102077,0.015090854918137109,-3.2205036525874657,-6.228438378817673,-4.193666353192406,16.764562844464912,1.6221891522557246,1.0212208256710484,0.06340165633946161,6.423239724397072,0.5795809699923331
4,sub17,25,51.912968104366506,25.389852893237958,0.03834507534712831,0.002627792172258545,0.025895161461537804,-3.261129172788022,-5.941611263580326,-3.6536991438857984,18.336466621865117,1.7742912547528564,1.3448948822164086,0.0834966943402815,12.799945298070242,1.1549630762692287
5,sub17,50,78.9841334627116,41.76109775585104,0.07333929077822773,0.003551954347422983,0.05249453939500619,-2.6126587867125797,-5.6402573065747355,-2.9470461263178245,30.756662587575168,2.976106497499691,1.8672423499977417,0.11592620792790179,21.82691106169466,1.9694831312341892
6,sub17,75,85.1459397274483,46.07380285189499,0.09610076808979562,0.0005369403791600208,0.08376810549675058,-2.342357970428095,-7.529623495392,-2.4797029466057507,41.62456442290085,4.02771712574021,0.30338731299547944,0.018835552186915593,35.76282302862358,3.226946611048278
7,sub17,90,96.28610411821127,73.7726016910515,0.17968084596206382,0.0004245276049640974,0.10545683730392738,-1.7165730798437828,-7.764533524965358,-2.249453534861773,70.84906178483551,6.855566741652434,0.2462824252329391,0.015290242124476317,45.13776983707262,4.072865648481907
8,sub17,95,96.53775021281248,95.91127803296234,0.2334433613050777,0.00048033517883302036,0.17927978800112704,-1.4548157953005412,-7.6410264085173685,-1.7188076319916872,104.55184793552183,10.116748950915277,0.27145112875927807,0.016852820414473658,71.597282110079,6.46035707752904
9,sub17,100,100.0,90.9718222773051,0.3943316912893359,0.22520956356629063,0.18576544109963314,-0.9305628677819604,-1.4907239166276656,-1.6832704704428323,167.72019120471612,16.229106437832108,130.26287004109915,8.087263315170617,76.36437980287184,6.890501245174353
0,sub18,01,0.7279050791599406,2.3764515853577994,0.008252076561836885,0.016279772137466203,0.016751735896575512,-4.797290405842725,-4.117831914975829,-4.089253390464413,11.628863270650571,0.4475922004992956,49.987894181895506,0.6582831066046344,49.918932675502525,0.7167360858619239
1,sub18,05,2.9331839795038617,5.516835035754319,0.029187090915475004,0.022046823619553166,0.02101085556684821,-3.5340287593951394,-3.814586741000993,-3.86271604306723,40.38678843585391,1.554477947361063,64.42924278159026,0.8484590677118455,58.67268997398249,0.8424225420103901
2,sub18,10,6.816148466464811,11.928721635001125,0.02242309019157968,0.019547616655820773,0.017774749184178977,-3.797664038919045,-3.934901910170609,-4.029976413987101,34.90340339649014,1.3434237523953292,57.78499501744441,0.7609619620462719,54.34987514211319,0.780355562280666
3,sub18,15,16.640866811860423,17.427338386633444,0.02468454240930023,0.02150892813334766,0.018111880924696667,-3.7015780446397955,-3.8392871680297587,-4.011187151370307,39.36788506084069,1.5152605971262096,64.38722097592387,0.8479056888341807,53.07088354197457,0.7619917995918155
4,sub18,25,30.274034155237885,28.749991327013213,0.038411245107159486,0.03437372481276271,0.02686915257575417,-3.2594050209258314,-3.3704628200394824,-3.6167763947845515,56.271356860522104,2.1658712340224437,98.40534849846469,1.2958853253622828,73.82865480290258,1.0600319003585512
5,sub18,50,60.59490980818977,53.20991011711739,0.06982884016724732,0.04369959367537529,0.026204880996519856,-2.6617081716385114,-3.1304164749701515,-3.641809587989231,115.42623765220065,4.442728623054214,131.39840329012245,1.7303659323188256,78.25113848311855,1.1235299255136801
6,sub18,75,76.84049225178624,78.74266246437895,0.10339730301961379,0.046543923688117106,0.07682293727455916,-2.2691764002304335,-3.0673588167949806,-2.5662520209901,157.24440608335684,6.052300048336286,143.34363961420132,1.8876709639716514,207.79274226602138,2.9834884036964127
7,sub18,90,83.69031991774978,97.89671651310007,0.14628858225196503,0.06277625461671359,0.06947398860980192,-1.9221740173921351,-2.768178388208876,-2.666802861073035,239.63295093299934,9.223415679066663,186.3226115819527,2.453654621587933,201.72098780887308,2.896310147057388
8,sub18,95,87.13948699314801,104.45447150369206,0.17079515011427315,0.055441994864578605,0.07288180137265363,-1.7672903931463133,-2.8924179423420213,-2.6189163093675396,275.1820958196264,10.591693868890415,160.15981790460933,2.109120702301225,210.19188926929567,3.017935358796838
9,sub18,100,99.58861610902908,136.15856695266802,0.23589928090393883,0.08305054310275564,0.11424862709977766,-1.4443503408820184,-2.488305903476959,-2.169378265912166,391.13669300612116,15.054758925618794,242.6249635522709,3.1950918789627787,335.0936438992207,4.811274878146602
0,sub19,01,1.2730148449389689,2.4185145856462804,0.02300141154602513,0.008691899861298555,0.007234700714628975,-3.772199693369835,-4.745363737443716,-4.928866286080634,9.112760910336105,1.67037442532926,4.573700337079665,0.7638506948803477,3.3127928397196653,0.376007019456337
1,sub19,05,2.7424529961288746,5.440990242059805,0.024650554333570808,0.009111851752666114,0.008823672932904415,-3.7029558905689783,-4.698179322431182,-4.730317063345216,10.444290144616009,1.9144445157665797,4.385401120998921,0.7324029662474443,4.083473718296543,0.46348046984275026
2,sub19,10,9.861596381436966,10.855838549766666,0.05842077431378432,0.01637473245437361,0.014542831987803331,-2.840083727851832,-4.1120158362585055,-4.230657053641352,22.98164460248797,4.212548949074346,8.091317321861313,1.3513256014379558,7.403237708942713,0.8402787255184572
3,sub19,15,21.621393902488116,16.549860696109185,0.0581410150457378,0.02492064939808902,0.01421476407629366,-2.8448839253567866,-3.6920585260890593,-4.253474130830574,23.336709783590294,4.277632605243302,14.160223022891799,2.3648895639286396,7.397771020221178,0.8396582480446366
4,sub19,25,36.158141218386795,25.483018144129076,0.0772816704426277,0.023877904992116762,0.018437218997724856,-2.5602984738530523,-3.734801724954671,-3.9933838857996045,31.318038206383825,5.74061479129696,11.964282070256454,1.9981469050386316,9.181695712898,1.0421364104535893
5,sub19,50,47.641913346471966,35.107240045288016,0.12136347051194094,0.04870384334639484,0.032892133772271244,-2.1089653475153685,-3.0219973331903764,-3.4145217448663367,49.42339501991315,9.059337325592532,23.98803207890474,4.006225511482238,16.046191913711077,1.8212671564484073
6,sub19,75,76.06125581073502,51.65744437150484,0.12123095286408679,0.07718744919837567,0.07087243955360924,-2.110057851285164,-2.561518410318753,-2.6468736438145246,47.440407204543675,8.695854494744228,41.11467515591833,6.866534943931322,36.862706179787494,4.183973146032731
7,sub19,90,92.60739591673303,81.39284702079448,0.26715007110560823,0.22481307100621692,0.1857148373936137,-1.319944714414783,-1.4924860176075097,-1.6835429140112377,134.62248893591902,24.676381264175685,117.16290751551315,19.56730037479231,101.31332873406254,11.49921670674661
8,sub19,95,96.18524657523044,76.52396833534073,0.140059115715131,0.15023855628416855,0.14433214237315892,-1.9656906903893543,-1.8955308729655291,-1.935638091137974,60.603300632833054,11.108620588608336,76.86226956105628,12.83671725021254,74.03084570134824,8.402613440311432
9,sub19,100,100.0,91.9892931279345,0.22830905405129026,0.22252111885571757,0.1971293413052613,-1.4770550676638219,-1.502733265674628,-1.6238952108329485,88.63418552876227,16.246698248080417,110.85878317421611,18.514452701394774,93.29477689888836,10.589098893235786
